date,total_volume,avg_trade_size,trade_count,total_pnl,avg_pnl,pnl_volatility,avg_price,price_volatility,profit_ratio,unique_traders,value,classification,datetime,volume_per_trader,pnl_per_trade,risk_adjusted_return
2024-09-08,0.11,0.11,1,0.0,0.0,,0.11756,,0.0,1,29,Fear,2024-09-08 05:30:00,0.11,0.0,0.0
2024-09-09,4014.4300000000003,2007.2150000000001,2,0.0,0.0,0.0,0.0115,0.0,0.0,1,26,Fear,2024-09-09 05:30:00,4014.4300000000003,0.0,
2024-09-10,2547.28,849.0933333333334,3,-219.729659,-73.24321966666666,96.08066367806516,1557.6705000000002,1348.9722792595664,0.0,2,33,Fear,2024-09-10 05:30:00,1273.64,-73.24321966666666,-0.7623096767116504
2024-09-11,0.54,0.54,1,0.0,0.0,,1.5e-05,,0.0,1,37,Fear,2024-09-11 05:30:00,0.54,0.0,0.0
2024-09-14,1014.8000000000001,92.25454545454546,11,0.0,0.0,0.0,0.010652363636363637,0.0033954100569070374,0.0,2,50,Neutral,2024-09-14 05:30:00,507.40000000000003,0.0,
2024-09-18,13633.5,94.02413793103449,145,-878.684794,-6.059895131034483,4.966129290375059,3.120756620689655,0.9010301206197198,0.0,1,45,Neutral,2024-09-18 05:30:00,13633.5,-6.059895131034483,-1.2202451399683192
2024-09-19,1521.8700000000001,80.09842105263158,19,0.0,0.0,0.0,0.9843423684210526,1.4697283746185592,0.0,1,49,Neutral,2024-09-19 05:30:00,1521.8700000000001,0.0,
2024-09-20,332873.38,20804.58625,16,9585.03428,599.0646425,2004.9515901146353,17153.90225,27653.920044601473,0.5,2,54,Neutral,2024-09-20 05:30:00,166436.69,599.0646425,0.2987925720768888
2024-09-21,165648.12,7202.092173913044,23,36165.56933,1572.416057826087,1429.8114770090967,4.30038695652174,0.003983181043498987,1.0,1,54,Neutral,2024-09-21 05:30:00,165648.12,1572.416057826087,1.099736631793789
2024-09-22,19999.739999999998,6666.579999999999,3,0.0,0.0,0.0,62701.0,0.0,0.0,1,52,Neutral,2024-09-22 05:30:00,19999.739999999998,0.0,
2024-09-23,40334.29,20167.145,2,334.760796,167.380398,236.7116289270065,63672.0,8.48528137423857,0.5,1,50,Neutral,2024-09-23 05:30:00,40334.29,167.380398,0.7071067811865475
2024-09-24,7118.63,711.863,10,0.0,0.0,0.0,0.4286068,1.2159837307179913,0.0,2,54,Neutral,2024-09-24 05:30:00,3559.315,0.0,
2024-09-25,52754.130000000005,5861.570000000001,9,0.0,0.0,0.0,42295.14844444444,31718.657579741826,0.0,2,59,Greed,2024-09-25 05:30:00,26377.065000000002,0.0,
2024-09-26,113711.93000000001,14213.991250000001,8,439.812513,54.976564125,154.20271831132595,24173.9921375,33361.5403562382,0.25,2,50,Neutral,2024-09-26 05:30:00,56855.965000000004,54.976564125,0.356521368280977
2024-09-27,126097.04,2251.732857142857,56,0.0,0.0,0.0,11807.956114285715,25545.68281732544,0.0,2,61,Greed,2024-09-27 05:30:00,63048.52,0.0,
2024-09-28,29199.21,7299.8025,4,0.0,0.0,0.0,4.101,0.012701705922171905,0.0,1,64,Greed,2024-09-28 05:30:00,29199.21,0.0,
2024-09-30,214669.85,2025.1872641509435,106,2710.626288,25.571946113207545,133.6657057863591,6063.712550943396,18864.765804017974,0.04716981132075472,2,61,Greed,2024-09-30 05:30:00,107334.925,25.571946113207545,0.19131269283147137
2024-10-01,139954.32,34988.58,4,0.0,0.0,0.0,62044.5,142.6055164898365,0.0,1,50,Neutral,2024-10-01 05:30:00,139954.32,0.0,
2024-10-02,99954.34,24988.585,4,0.0,0.0,0.0,60911.0,0.0,0.0,1,42,Fear,2024-10-02 05:30:00,99954.34,0.0,
2024-10-03,132935.69,14770.632222222222,9,100.375782,11.152864666666666,20.273575382952355,26799.238066666665,31775.92122620566,0.3333333333333333,2,37,Fear,2024-10-03 05:30:00,66467.845,11.152864666666666,0.5501182922103068
2024-10-04,0.34,0.34,1,0.0,0.0,,0.0011,,0.0,1,41,Fear,2024-10-04 05:30:00,0.34,0.0,0.0
2024-10-05,605605.74,16367.722702702702,37,5767.161892,155.86924032432432,217.0879728346648,60568.594601856756,10235.086310727316,0.6486486486486487,2,49,Neutral,2024-10-05 05:30:00,302802.87,155.86924032432432,0.7180003493009492
2024-10-06,300130.56,13642.298181818182,22,130.487079,5.9312308636363635,17.741123762831634,62166.40909090909,324.91869445856975,0.22727272727272727,1,50,Neutral,2024-10-06 05:30:00,300130.56,5.9312308636363635,0.3343210352921685
2024-10-07,219984.65,10475.459523809524,21,0.0,0.0,0.0,63684.42857142857,182.24477260776848,0.0,1,50,Neutral,2024-10-07 05:30:00,219984.65,0.0,
2024-10-08,434584.13,12071.781388888889,36,5396.546638,149.90407327777777,223.40754741053024,58825.33341509444,14469.623319914062,0.9166666666666666,2,49,Neutral,2024-10-08 05:30:00,217292.065,149.90407327777777,0.6709892974310145
2024-10-09,220399.93,15742.852142857142,14,396.06272,28.290194285714286,61.54299038481661,61800.92857142857,474.2797720731933,0.21428571428571427,1,49,Neutral,2024-10-09 05:30:00,220399.93,28.290194285714286,0.4596818274318664
2024-10-10,300024.33999999997,18751.521249999998,16,0.0,0.0,0.0,59323.25,557.4002152852128,0.0,1,39,Fear,2024-10-10 05:30:00,300024.33999999997,0.0,
2024-10-11,488904.19,18804.007307692307,26,8885.327477,341.74336450000004,367.9830904604618,59195.38462157692,12081.229214103892,0.6923076923076923,2,32,Fear,2024-10-11 05:30:00,244452.095,341.74336450000004,0.928693120307165
2024-10-12,159713.4,15971.34,10,541.55471,54.155471,63.374247509280295,62726.0,376.58494688744844,0.7,1,49,Neutral,2024-10-12 05:30:00,159713.4,54.155471,0.8545343436554362
2024-10-13,60002.42,6000.242,10,0.0,0.0,0.0,62778.2,203.35890549578784,0.0,1,50,Neutral,2024-10-13 05:30:00,60002.42,0.0,
2024-10-14,61916.020000000004,12383.204000000002,5,1913.61958,382.72391600000003,497.27205914834235,64693.8,0.44721359550077144,1.0,1,48,Neutral,2024-10-14 05:30:00,61916.020000000004,382.72391600000003,0.7696469346286532
2024-10-15,81173.36,11596.194285714286,7,1170.2260760000001,167.17515371428573,347.7876385038441,66652.28571428571,1060.3613714650498,0.5714285714285714,1,65,Greed,2024-10-15 05:30:00,81173.36,167.17515371428573,0.4806817011480353
2024-10-16,80229.17,7293.560909090909,11,219.480876,19.95280690909091,35.58157491300189,67576.54545454546,451.4663583560504,0.2727272727272727,1,73,Greed,2024-10-16 05:30:00,80229.17,19.95280690909091,0.5607623315684079
2024-10-17,140531.75,15614.638888888889,9,36.11496,4.0127733333333335,12.830443659406326,67400.11111111111,433.80423131997185,0.1111111111111111,2,71,Greed,2024-10-17 05:30:00,70265.875,4.0127733333333335,0.3127540590064839
2024-10-18,120331.43000000001,20055.238333333335,6,333.219141,55.536523499999994,51.489580908627175,67397.0,518.7022267158665,0.8333333333333334,1,73,Greed,2024-10-18 05:30:00,120331.43000000001,55.536523499999994,1.078597310756024
2024-10-19,99996.86,24999.215,4,0.0,0.0,0.0,68391.25,218.24355660591678,0.0,1,72,Greed,2024-10-19 05:30:00,99996.86,0.0,
2024-10-20,176447.86000000002,1837.9985416666668,96,389.155797,4.05370621875,13.65197281145091,4280.33074875,16659.46440479153,0.11458333333333333,2,73,Greed,2024-10-20 05:30:00,88223.93000000001,4.05370621875,0.2969318994943983
2024-10-21,324117.99,1873.5143930635838,173,2464.915564,14.248066843930635,40.07987913321128,4316.762150867052,16608.369507399624,0.3930635838150289,2,72,Greed,2024-10-21 05:30:00,162058.995,14.248066843930635,0.3554917617534505
2024-10-22,60000.36,20000.12,3,0.0,0.0,0.0,67047.0,0.0,0.0,1,70,Greed,2024-10-22 05:30:00,60000.36,0.0,
2024-10-23,210006.07,11667.003888888888,18,-46.489941,-2.5827745,6.37713910085234,30954.322222222225,32649.05796335893,0.0,1,71,Greed,2024-10-23 05:30:00,210006.07,-2.5827745,-0.4050052004753664
2024-10-25,427883.18,14262.772666666666,30,13235.862071,441.19540236666666,1366.4039341402422,56633.085333333336,25762.005032284604,0.7,2,72,Greed,2024-10-25 05:30:00,213941.59,441.19540236666666,0.32288797722488416
2024-10-27,90664.41,22666.1025,4,666.6623079999999,166.66557699999998,293.9572048762827,67737.75,2.5,0.75,1,74,Greed,2024-10-27 05:30:00,90664.41,166.66557699999998,0.5669722471002004
2024-10-28,121495.25,9345.788461538461,13,167.28016200000002,12.867704769230771,44.454488070634156,52838.49888384615,30124.33548119336,0.3076923076923077,2,72,Greed,2024-10-28 05:30:00,60747.625,12.867704769230771,0.28945794514122297
2024-10-29,613267.8099999999,11571.09075471698,53,801.170876,15.11643162264151,99.68468397007351,51081.13156396226,32070.40337636996,0.05660377358490566,2,72,Greed,2024-10-29 05:30:00,306633.90499999997,15.11643162264151,0.1516424692401055
2024-10-30,11830.85,473.23400000000004,25,9.150023,0.36600091999999995,1.0256853979943898,646.6885008,1173.289529395265,0.28,1,77,Extreme Greed,2024-10-30 05:30:00,11830.85,0.36600091999999995,0.3568354592116382
2024-10-31,896173.36,18670.278333333332,48,1214.043811,25.292579395833332,33.00414935089389,42753.894183125,34785.39067564603,0.7083333333333334,3,77,Extreme Greed,2024-10-31 05:30:00,298724.4533333333,25.292579395833332,0.7663454412027833
2024-11-01,260981.03,11347.001304347827,23,1040.475736,45.238075478260875,154.1983753462747,27379.532136956524,34916.24329270276,0.2608695652173913,2,75,Extreme Greed,2024-11-01 05:30:00,130490.515,45.238075478260875,0.2933758243345447
2024-11-02,40000.0,20000.0,2,0.0,0.0,0.0,68880.0,0.0,0.0,1,72,Greed,2024-11-02 05:30:00,40000.0,0.0,
2024-11-03,129055.66,21509.27666666667,6,0.0,0.0,0.0,45208.04899166667,35019.27476760649,0.0,2,74,Greed,2024-11-03 05:30:00,64527.83,0.0,
2024-11-04,451811.97,12550.332499999999,36,2799.410474,77.76140205555555,118.94285081013497,49681.014294444445,31251.03407730779,0.6388888888888888,2,70,Greed,2024-11-04 05:30:00,225905.985,77.76140205555555,0.6537711306388967
2024-11-05,200627.23,20062.723,10,678.4759280000001,67.8475928,93.32108146532121,67511.4,447.3612013177321,0.5,1,70,Greed,2024-11-05 05:30:00,200627.23,67.8475928,0.7270339320404539
2024-11-06,123906.9,8260.46,15,2817.83723,187.85581533333334,309.14971367702964,58370.23423933333,30280.899533449774,0.4666666666666667,2,70,Greed,2024-11-06 05:30:00,61953.45,187.85581533333334,0.6076532082109166
2024-11-07,111335.3,985.2681415929204,113,4493.353136,39.764187044247784,107.40420684370638,1338.6989985840708,10003.089792496958,0.5309734513274337,3,77,Extreme Greed,2024-11-07 05:30:00,37111.76666666667,39.764187044247784,0.3702293253942303
2024-11-08,270700.44,6941.036923076923,39,-64.41354100000007,-1.6516292564102582,72.4018294193872,46749.91446666667,37439.77303993247,0.15384615384615385,2,75,Extreme Greed,2024-11-08 05:30:00,135350.22,-1.6516292564102582,-0.022811982371926057
2024-11-09,193384.41,2248.655930232558,86,102.90894,1.196615581395349,2.90992297730476,8015.27303244186,23467.205243676726,0.22093023255813954,2,75,Extreme Greed,2024-11-09 05:30:00,96692.205,1.196615581395349,0.4112189878316583
2024-11-10,413636.7,2390.963583815029,173,991.114334,5.728984589595376,22.471438317729593,22619.335545589594,35169.11698739768,0.2947976878612717,3,78,Extreme Greed,2024-11-10 05:30:00,137878.9,5.728984589595376,0.25494516677534174
2024-11-11,1570572.42,4210.649919571046,373,6749.630996,18.09552545844504,60.90235280005483,6882.198738908847,19334.287999336833,0.24664879356568364,4,76,Extreme Greed,2024-11-11 05:30:00,392643.105,18.09552545844504,0.29712358597792543
2024-11-12,1226354.52,7171.663859649123,171,3494.399394,20.435084175438597,80.90406191682668,33638.82797450292,42225.76909365375,0.19883040935672514,4,80,Extreme Greed,2024-11-12 05:30:00,306588.63,20.435084175438597,0.2525841557429695
2024-11-13,515336.37,10736.174375,48,7846.402274,163.46671404166668,358.50791769432567,46411.560992520834,44580.583335896874,0.5625,5,84,Extreme Greed,2024-11-13 05:30:00,103067.274,163.46671404166668,0.45596402749755494
2024-11-14,1008361.81,9166.925545454545,110,4563.509225,41.4864475,89.20897697893908,33402.97117528182,43512.339351987874,0.2545454545454545,2,88,Extreme Greed,2024-11-14 05:30:00,504180.905,41.4864475,0.4650479010626289
2024-11-15,1427858.42,9582.942416107382,149,4140.740438,27.790204281879195,61.955774894975356,47181.7405247651,44561.88123485069,0.3691275167785235,4,80,Extreme Greed,2024-11-15 05:30:00,356964.605,27.790204281879195,0.44854905501525727
2024-11-16,303296.07,1931.822101910828,157,2769.521909,17.640266936305732,44.303347474612096,8005.464557764331,25132.33925091309,0.3057324840764331,4,86,Extreme Greed,2024-11-16 05:30:00,75824.0175,17.640266936305732,0.3981700693477944
2024-11-17,1215987.57,5818.122344497608,209,882.975285,4.224762129186603,17.261524113421817,13599.930072669855,31687.337182453637,0.23444976076555024,4,90,Extreme Greed,2024-11-17 05:30:00,303996.8925,4.224762129186603,0.24475023766305837
2024-11-18,2084339.58,6024.102832369942,346,4470.815187,12.921431176300578,87.8216130663201,13431.133118797688,31036.246699819614,0.3583815028901734,7,83,Extreme Greed,2024-11-18 05:30:00,297762.79714285716,12.921431176300578,0.14713270145177956
2024-11-19,628031.15,2059.118524590164,305,2958.268991,9.699242593442623,37.73186830724049,15993.576337872131,34325.32468494068,0.4918032786885246,5,90,Extreme Greed,2024-11-19 05:30:00,125606.23000000001,9.699242593442623,0.25705704563750437
2024-11-20,1999514.1199999999,3635.480218181818,550,4210.0928969999995,7.654714358181818,54.544471794452775,9792.793397765454,28143.6849064378,0.3981818181818182,5,83,Extreme Greed,2024-11-20 05:30:00,399902.82399999996,7.654714358181818,0.14033895840128585
2024-11-21,598300.62,1118.3189158878504,535,1692.430891,3.1634222261682243,23.071714613651217,7300.062138975701,24131.493956717535,0.308411214953271,5,82,Extreme Greed,2024-11-21 05:30:00,119660.124,3.1634222261682243,0.13711257611935226
2024-11-22,1646713.62,2425.2041531664213,679,-18105.345617,-26.664721085419732,305.88652723565343,9893.695111284242,28365.53451281409,0.3078055964653903,6,94,Extreme Greed,2024-11-22 05:30:00,274452.27,-26.664721085419732,-0.08717193701335321
2024-11-23,516245.68,1422.1644077134986,363,2901.531638,7.993200104683195,25.92430088738888,4723.455523900826,19498.05920912464,0.3526170798898072,4,93,Extreme Greed,2024-11-23 05:30:00,129061.42,7.993200104683195,0.30832847294144633
2024-11-24,664952.28,3866.001627906977,172,945.550386,5.497385965116279,24.231829677959688,19953.478843476743,39149.77412382678,0.26744186046511625,3,80,Extreme Greed,2024-11-24 05:30:00,221650.76,5.497385965116279,0.2268663174913483
2024-11-25,937410.87,3676.1210588235294,255,5523.740734,21.66172836862745,136.53631849159856,14680.957598172548,33938.75057506805,0.4117647058823529,2,82,Extreme Greed,2024-11-25 05:30:00,468705.435,21.66172836862745,0.15865176832023895
2024-11-26,1146902.44,3797.6901986754965,302,1094.809359,3.6251965529801327,55.535465040558826,10192.743361337749,28137.457705000586,0.2913907284768212,4,79,Extreme Greed,2024-11-26 05:30:00,286725.61,3.6251965529801327,0.06527714407959974
2024-11-27,1444242.53,6780.481361502348,213,-2654.495633,-12.462420812206572,56.196623877144376,19940.432149488264,38278.91796098914,0.3474178403755869,2,75,Extreme Greed,2024-11-27 05:30:00,722121.265,-12.462420812206572,-0.22176458214734746
2024-11-28,1894225.15,5705.497439759036,332,-127075.39958499999,-382.75722766566264,1422.4245637679367,4420.7387338072285,17821.35220799935,0.32831325301204817,5,77,Extreme Greed,2024-11-28 05:30:00,378845.02999999997,-382.75722766566264,-0.26908789219145407
2024-11-29,794262.91,2021.0252162849874,393,176844.994152,449.98726247328244,2425.1393783219637,1859.8201062210942,12963.323862846413,0.48854961832061067,11,78,Extreme Greed,2024-11-29 05:30:00,72205.7190909091,449.98726247328244,0.18555109306115178
2024-11-30,1732193.7,4643.950938337802,373,37316.69352,100.04475474530831,327.5103351176057,3435.1424477873725,17104.74516000873,0.42091152815013405,8,84,Extreme Greed,2024-11-30 05:30:00,216524.2125,100.04475474530831,0.30547052724117313
2024-12-01,814711.82,1958.441875,416,40886.364494,98.28453003365385,338.03944268346726,6389.235122030456,23868.612594146103,0.53125,9,81,Extreme Greed,2024-12-01 05:30:00,90523.53555555554,98.28453003365385,0.29074870451045365
2024-12-02,585243.56,2167.568740740741,270,18489.604313,68.48001597407408,379.90364074572494,6137.360651434223,23395.974646335806,0.4074074074074074,8,80,Extreme Greed,2024-12-02 05:30:00,73155.445,68.48001597407408,0.1802562771961134
2024-12-03,1084666.53,2900.177887700535,374,23576.539285,63.03887509358289,229.00768096588675,2354.399729529412,14614.148396105858,0.4304812834224599,8,76,Extreme Greed,2024-12-03 05:30:00,135583.31625,63.03887509358289,0.27526969762631337
2024-12-04,769287.65,2411.5600313479626,319,292891.815021,918.1561599404388,4090.2838520231076,3922.991142316614,19020.163181879107,0.46394984326018807,7,78,Extreme Greed,2024-12-04 05:30:00,109898.23571428572,918.1561599404388,0.22447247994446812
2024-12-05,1256750.79,2756.0324342105264,456,71574.11848800001,156.96078615789474,1402.284112762816,4881.7428253070175,21442.349080329837,0.4232456140350877,8,84,Extreme Greed,2024-12-05 05:30:00,157093.84875,156.96078615789474,0.11193222880393802
2024-12-06,3471019.22,8612.950918114144,403,-92624.643895,-229.83782604218362,6326.353243835444,15604.850347196028,35117.0184331323,0.23325062034739455,10,72,Greed,2024-12-06 05:30:00,347101.922,-229.83782604218362,-0.0363302233029974
2024-12-07,451733.42,1485.965197368421,304,85906.279067,282.5864442993421,2478.915786497859,1359.7200135328949,11334.961635242154,0.4309210526315789,6,75,Extreme Greed,2024-12-07 05:30:00,75288.90333333334,282.5864442993421,0.11399598398563274
2024-12-08,932939.72,2221.2850476190474,420,15965.933436,38.014127228571425,232.61343396421137,1787.932218347619,12791.004341189435,0.3619047619047619,6,79,Extreme Greed,2024-12-08 05:30:00,155489.95333333334,38.014127228571425,0.16342189090600878
2024-12-09,983949.68,1825.5096103896105,539,6310.967676,11.708659881261596,100.89854795146519,3534.2818935269015,18326.913058245325,0.31910946196660483,10,78,Extreme Greed,2024-12-09 05:30:00,98394.96800000001,11.708659881261596,0.11604388882676255
2024-12-10,3150424.08,1973.94992481203,1596,39325.770231,24.640206911654136,141.48990698368283,2885.2128903966163,16284.591066578498,0.5870927318295739,11,78,Extreme Greed,2024-12-10 05:30:00,286402.1890909091,24.640206911654136,0.17414815965986705
2024-12-11,2194098.33,1796.9683292383293,1221,319051.554217,261.30348420720725,2003.1396625321522,4356.6742505249795,20185.601678151805,0.7125307125307125,12,74,Greed,2024-12-11 05:30:00,182841.5275,261.30348420720725,0.13044696238348938
2024-12-12,4557189.87,2358.7939285714288,1932,599151.795008,310.1199767122153,1920.807926510415,2265.6843708274846,14642.174841845246,0.6997929606625258,14,83,Extreme Greed,2024-12-12 05:30:00,325513.5621428572,310.1199767122153,0.16145288262924803
2024-12-13,2880824.64,2455.9459846547315,1173,31935.901745,27.22583268968457,194.07940958725385,4577.503724812446,20825.10883514046,0.40153452685422,11,76,Extreme Greed,2024-12-13 05:30:00,261893.1490909091,27.22583268968457,0.14028192247485394
2024-12-14,2369561.78,1918.6735060728743,1235,167801.399244,135.87157833522267,647.5595884815575,2159.9074581732793,14571.679126725638,0.47368421052631576,12,83,Extreme Greed,2024-12-14 05:30:00,197463.48166666666,135.87157833522267,0.2098209659034217
2024-12-15,2583269.81,1522.256812021214,1697,97525.315279,57.4692488385386,400.0229746982094,1595.8074837011786,12543.628010008499,0.24572775486152032,15,80,Extreme Greed,2024-12-15 05:30:00,172217.98733333332,57.4692488385386,0.14366487045374157
2024-12-16,2740808.97,2597.9231943127966,1055,166774.344133,158.07994704549765,863.2966321796321,3014.2459456306633,17496.535312490214,0.5071090047393365,13,83,Extreme Greed,2024-12-16 05:30:00,210831.45923076925,158.07994704549765,0.18311197003790103
2024-12-17,5233597.63,2696.3408706852138,1941,219591.305172,113.13307839876352,546.8152085057872,1052.0018582095724,9394.175304251048,0.4363730036063885,16,87,Extreme Greed,2024-12-17 05:30:00,327099.851875,113.13307839876352,0.20689453519024825
2024-12-18,3798887.07,2658.423421973408,1429,13682.994673,9.575223703988803,90.0826143121339,5035.001314213366,22416.783716082267,0.36599020293911827,13,81,Extreme Greed,2024-12-18 05:30:00,292222.08230769227,9.575223703988803,0.10629380349476653
2024-12-19,8241709.39,2468.316678646301,3339,62744.004486000005,18.79125621024259,219.82362949794262,2950.7475688442946,16929.244251413296,0.6148547469302186,13,75,Extreme Greed,2024-12-19 05:30:00,633977.6453846154,18.79125621024259,0.08548333158341588
2024-12-20,7681274.71,3087.3290635048234,2488,254969.660039,102.47976689670418,462.26198976634464,1281.1534623320258,10657.925728618677,0.5558681672025724,15,74,Greed,2024-12-20 05:30:00,512084.98066666664,102.47976689670418,0.22169196076126374
2024-12-21,4382875.12,2607.302272456871,1681,150022.163157,89.24578415050566,263.0365857341915,3657.2952470862583,18159.116102874224,0.5496728138013087,8,73,Greed,2024-12-21 05:30:00,547859.39,89.24578415050566,0.3392903838886197
2024-12-22,3087320.22,3988.7858139534887,774,352197.163973,455.03509557235145,1859.8434888414529,1463.3598931589147,9765.339068501175,0.4354005167958656,8,73,Greed,2024-12-22 05:30:00,385915.0275,455.03509557235145,0.24466311187066886
2024-12-23,6771878.26,2885.333728163613,2347,-29430.626577,-12.53967898466127,714.3762237450253,1741.0217452281254,12295.240380699111,0.2901576480613549,14,70,Greed,2024-12-23 05:30:00,483705.58999999997,-12.53967898466127,-0.017553326339619226
2024-12-24,1767036.11,5227.917485207101,338,14813.780116,43.827751822485205,352.00417886710017,11362.672453045592,30715.154907896496,0.33727810650887574,11,73,Greed,2024-12-24 05:30:00,160639.64636363636,43.827751822485205,0.12450918044081645
2024-12-25,347889.35,1672.5449519230767,208,756.6570469999998,3.637774264423076,89.4369605189536,3392.6270428030766,17860.571353520154,0.30288461538461536,6,73,Greed,2024-12-25 05:30:00,57981.55833333333,3.637774264423076,0.04067417143108474
2024-12-26,2205242.65,3163.9062410329984,697,60228.639722,86.41124780774749,837.1572532043537,4755.660897423242,20368.202871650596,0.5136298421807748,7,79,Extreme Greed,2024-12-26 05:30:00,315034.6642857143,86.41124780774749,0.10321985203734971
2024-12-27,347913.0,1338.126923076923,260,2672.811035,10.280042442307693,55.81376867703737,13201.857670753847,32863.24533320561,0.4230769230769231,7,74,Greed,2024-12-27 05:30:00,49701.857142857145,10.280042442307693,0.18418470363097084
2024-12-28,281555.01,1748.7888819875777,161,940.673623,5.842693310559007,29.85731881145236,4138.285644782609,19408.240784673464,0.22981366459627328,7,72,Greed,2024-12-28 05:30:00,40222.14428571429,5.842693310559007,0.19568713947341873
2024-12-29,344628.54,1714.5698507462685,201,2884.067927,14.348596651741294,84.84325152956883,7062.877761626865,24887.987316245813,0.31840796019900497,7,73,Greed,2024-12-29 05:30:00,49232.648571428566,14.348596651741294,0.16911889152127374
2024-12-30,1073865.73,3532.453059210526,304,9009.738137,29.637296503289473,198.72959921857932,12587.64033930592,31860.1840293027,0.39473684210526316,9,65,Greed,2024-12-30 05:30:00,119318.41444444444,29.637296503289473,0.14913378087524803
2024-12-31,877164.62,2866.551045751634,306,5445.01281,17.794159509803922,108.99687767512427,28739.599964186276,43179.78668312891,0.3006535947712418,6,64,Greed,2024-12-31 05:30:00,146194.10333333333,17.794159509803922,0.16325384625090947
2025-01-01,282582.1,2943.5635416666664,96,-9528.065345,-99.25068067708334,989.3224125030252,8822.579264114584,27520.272915650094,0.3020833333333333,6,66,Greed,2025-01-01 05:30:00,47097.01666666666,-99.25068067708334,-0.10032187628902002
2025-01-02,774674.84,2145.9136842105263,361,8716.519087,24.145482235457067,117.65384746788118,10094.891613861495,29382.580691575953,0.45706371191135736,9,70,Greed,2025-01-02 05:30:00,86074.98222222221,24.145482235457067,0.20522475681935215
2025-01-03,771208.99,1518.1279330708662,508,6028.486793,11.867099986220472,63.36348991609002,9803.075828159448,29282.3129011784,0.27165354330708663,9,74,Greed,2025-01-03 05:30:00,85689.88777777778,11.867099986220472,0.1872860854403008
2025-01-04,1826029.6199999999,4921.912722371967,371,2553.537968,6.882851665768194,75.44665860042967,7797.149899172507,23839.600556082944,0.20215633423180593,9,73,Greed,2025-01-04 05:30:00,202892.18,6.882851665768194,0.09122805162545655
2025-01-05,451943.57,1890.977280334728,239,3187.719363,13.337737920502093,59.881873800685874,7824.165539405858,26542.788016363855,0.41841004184100417,8,72,Greed,2025-01-05 05:30:00,56492.94625,13.337737920502093,0.2227341443071096
2025-01-06,556526.99,971.2512914485166,573,6064.185393,10.583220581151831,104.19079085435088,7217.135723097731,25724.457590235674,0.15532286212914484,7,76,Extreme Greed,2025-01-06 05:30:00,79503.85571428572,10.583220581151831,0.1015753935100291
2025-01-07,1313178.1,2061.504081632653,637,16098.227531,25.271942748822607,79.2581805510636,9068.043705916796,28508.363695284283,0.7613814756671899,6,78,Extreme Greed,2025-01-07 05:30:00,218863.0166666667,25.271942748822607,0.3188559537086607
2025-01-08,3177275.18,3058.0126852743024,1039,130117.090554,125.23300342059672,2408.3681940977062,6518.9895779990375,23568.54250315659,0.37151106833493747,11,70,Greed,2025-01-08 05:30:00,288843.1981818182,125.23300342059672,0.05199911032188132
2025-01-09,1020733.25,1955.427681992337,522,46975.928902,89.99220096168582,658.1149316624325,6362.8980927356315,23500.929758128685,0.2777777777777778,7,69,Greed,2025-01-09 05:30:00,145819.0357142857,89.99220096168582,0.1367423783173569
2025-01-10,6547449.68,7994.444053724053,819,-10116.875552,-12.352717401709402,816.5240640739952,31588.405895721615,44043.68926449545,0.5274725274725275,7,50,Neutral,2025-01-10 05:30:00,935349.9542857142,-12.352717401709402,-0.015128418065324736
2025-01-11,1658098.71,5859.006042402827,283,2269.080536,8.017952424028268,43.43091035574405,30131.135140431095,44175.35536265214,0.24381625441696114,7,69,Greed,2025-01-11 05:30:00,236871.2442857143,8.017952424028268,0.18461396176946213
2025-01-12,2258459.17,3751.59330564784,602,5742.241803,9.538607646179402,150.46366054945935,12893.280709518272,32479.519953455976,0.7840531561461794,7,62,Greed,2025-01-12 05:30:00,322637.02428571426,9.538607646179402,0.0633947599795629
2025-01-13,2936648.0100000002,7197.666691176471,408,9655.429352,23.66526801960784,77.40018335810606,29317.207596281864,43148.517668516986,0.3872549019607843,11,61,Greed,2025-01-13 05:30:00,266968.0009090909,23.66526801960784,0.30575209247394364
2025-01-14,876581.97,3187.5708,275,16069.512355,58.43459038181818,146.32035377772365,21343.217767563634,39546.67406392093,0.49818181818181817,9,63,Greed,2025-01-14 05:30:00,97397.99666666666,58.43459038181818,0.39936064172306884
2025-01-15,1801599.8900000001,6747.565131086143,267,14819.5883,55.50407602996255,189.6085235008543,28411.1857780412,44243.04334875478,0.4606741573033708,11,70,Greed,2025-01-15 05:30:00,163781.8081818182,55.50407602996255,0.29272985731420703
2025-01-16,3049692.96,8220.196657681941,371,20807.709328,56.08546988679245,566.3419882789403,30076.24313476011,45587.68888997698,0.3423180592991914,9,75,Extreme Greed,2025-01-16 05:30:00,338854.7733333333,56.08546988679245,0.09903109966688305
2025-01-17,1110230.46,4664.8338655462185,238,7006.415608,29.43872104201681,198.25145103146025,8905.736269495797,28618.105924029955,0.5294117647058824,8,75,Extreme Greed,2025-01-17 05:30:00,138778.8075,29.43872104201681,0.14849183140326785
2025-01-18,2711629.88,4165.330076804916,651,443.2330819999997,0.6808495883256523,330.24136524302247,9620.95311349616,30120.803069543927,0.38095238095238093,12,77,Extreme Greed,2025-01-18 05:30:00,225969.15666666665,0.6808495883256523,0.002061672643051907
